propertyImmoCode,provinceCode,postalCode,salePrice,propertyType,propertySubtype,buildingCondition,propertySurface,landSurface,constructionYear,EPC,floors,facades,rooms,bedrooms,bathrooms,showerrooms,kitchenSurface,atticSurface,basementSurface,livingroomSurface,diningroomSurface,gardenSurface,terraceSurface,hasSwimmingpool
10149664,WBR,1348,850000,1,,1,300,265,1998,86,,2,21,7,4,0,15,10,17,21,1,1,1,
10149661,VAN,2811,199000,1,,5,,280,1962,1006,,,,3,,0,,,,,,1,1,
10149659,VBR,1601,202000,1,,,,350,,500,,,,3,,0,,,,,,,,
10149658,WHT,6040,120000,1,,,,0,,,,,,4,,0,,,,,,,,
10149657,BBR,1200,329000,2,,1,105,,,343,15,,,3,1,0,,,1,31,,,1,
10104486,VOV,9000,295000,1,,1,125,74,,333,,2,,3,2,0,,,1,32,,,14,
10149656,VAN,2170,285000,1,,1,80,225,1951,882,,3,,3,1,0,9,,1,15,1,,1,
10149652,BBR,1000,395000,1,,6,140,70,1908,939,,2,,4,1,1,,,1,,1,20,,
10149650,VAN,2800,325000,2,16,4,130,,1919,,2,2,,2,1,1,18,,,36,1,,,
9979771,BBR,1050,325000,2,16,1,110,,1900,117,3,2,,2,1,1,,,1,38,,,,
10107051,WHT,6060,100000,1,,,,0,,510,,,,3,1,0,,,,,,230,,
10149645,WLX,6717,299000,1,,6,231,491,,343,,2,,3,1,0,,,1,,,1,1,
10149640,BBR,1000,375000,2,,,98,,1918,121,5,2,,2,1,0,8,,1,,,,1,
10149639,WBR,1380,275000,2,,,,,2018,133,3,,1,1,1,0,,,4,,1,,4,
10149638,BBR,1160,390000,2,,1,114,,,161,3,,8,2,1,1,6,,1,50,1,,7,
10149637,BBR,1140,365000,2,15,5,167,,1930,192,,2,,3,1,1,10,,1,46,1,250,,
10149636,WLG,4100,187000,1,8,1,130,0,,584,,4,,1,,0,,,,,,,,
10139446,BBR,1080,175000,2,16,6,80,,,197,3,2,,1,,0,,,34,,1,,,
10139438,BBR,1080,175000,2,,6,80,,1930,197,3,2,,1,,0,,,34,40,1,,,
10149631,VOV,9040,555000,1,,2,183,153,2023,,,3,,4,2,0,17,,,30,,242,14,
10149630,VOV,9040,430000,1,,2,185,0,2023,,,2,,3,2,0,17,,,37,,,17,
10149629,VOV,9040,365000,1,,2,101,250,2023,,,2,,2,1,0,,,,37,,98,15,
10149628,VOV,9040,460000,1,,2,176,153,2023,,,2,,4,2,0,17,,,30,,67,14,
9980094,WHT,6590,260000,1,,2,193,893,2009,2654,,4,11,3,1,0,9,,1,33,,,40,
10149627,VOV,9040,480000,1,,2,189,153,2023,,,2,,4,2,0,17,,,30,,56,14,
10149626,VOV,9040,430000,1,,2,187,0,2023,,,2,,3,2,0,17,,,37,,,17,
10149625,VOV,9040,365000,1,,2,101,246,2023,,,2,,2,1,0,,,,37,,94,15,
10149624,VOV,9040,450000,1,,2,183,153,2023,,,2,,4,2,0,17,,,30,,65,14,
10149623,VAN,2610,239000,2,,1,85,,1966,213,3,3,,2,1,0,,,1,,,,2,
10149621,WBR,1330,385000,2,,1,125,,,,2,3,,3,1,0,,,1,38,,,12,
10149615,WLG,4050,320000,2,19,,135,,2010,98,,,,3,1,1,,,1,50,,,40,
10149614,WLG,4100,190000,1,,5,118,245,,273,,2,,2,1,0,,,,,,,,
10149613,WLG,4051,320000,2,19,,135,,2010,98,,,,3,1,1,,,1,50,,,40,
10149612,VOV,9050,300000,1,,6,101,128,,570,,2,,3,1,0,,,1,,,,1,
10149610,VAN,2100,245000,1,,4,105,132,,,,2,,2,1,0,,,,25,,40,,
10038153,VWV,8400,415000,1,7,6,128,128,1972,358,,1,,6,3,0,,,,,,,,
10149609,WLX,6940,549000,1,,,250,0,,205,,3,,4,1,1,,,,,,1,,
10149608,VAN,2170,145000,2,,5,66,,,223,3,2,,1,1,0,6,,,28,,,,
10149606,VWV,8850,555231,1,,,245,1025,,,,4,,4,,0,,,,,,,,
10149600,BBR,1081,375000,2,,3,200,,1969,640,9,3,9,3,1,1,15,,4,60,,,4,
10149599,VLI,3680,189000,1,,6,184,880,1954,1235,,4,,3,1,0,,,1,,,,,
10149596,VOV,9400,238000,2,,1,128,,1981,155,,,,2,1,0,,,,45,1,1,12,
10149594,VWV,8000,269000,2,,1,95,,1964,,,2,,2,1,0,,,,1,1,,4,
10149593,WLG,4041,60000,1,,,,724,,539,,3,,3,1,0,,,,23,1,,,
10149592,WHT,7500,200000,2,16,1,,,,258,,,,3,,0,,,1,1,,,,
10149590,WLG,4041,50000,1,,,,1030,,700,,3,,1,1,0,5,,14,15,,,,
10149589,BBR,1160,199000,2,18,,32,,1975,,5,2,,0,,1,,,,1,,,3,
10149587,BBR,1190,460000,1,,6,157,191,1954,,,2,,3,1,1,7,,1,31,,97,,
10149585,BBR,1180,460000,1,,6,157,191,1954,,,2,,3,1,1,7,,1,31,,97,,
10088114,WLG,4101,60000,1,,,120,50,,,,2,5,0,,0,,,,,,,,
10149580,BBR,1200,445000,2,,2,120,,1970,178,7,2,,3,1,0,11,,,35,,,8,
10149578,VAN,2531,850000,1,,2,,900,2012,,,4,,3,2,2,,,1,1,1,1,1,
10149574,VOV,9150,269900,1,,4,116,220,,211,,2,,3,1,0,12,1,,1,1,,1,
10149570,WNA,5190,265000,1,,1,245,388,,583,,2,,3,1,0,10,,1,38,,120,,
10133674,VAN,2170,249000,2,15,1,76,,1930,357,3,2,,2,1,0,,,1,1,1,139,16,
10149569,VBR,1950,760000,2,,2,145,,2013,,3,2,,3,2,0,,,1,1,1,,12,
10149565,VWV,8380,159500,2,,1,,,,108,,,,1,1,0,,,,,,,,
10149559,VOV,9300,339000,1,,1,,0,,,,1,,3,1,0,,1,1,1,,1,1,
10149558,BBR,1050,895000,2,,,216,,,,8,2,,3,2,0,,,1,,,,1,
10149554,WBR,1410,205000,2,,2,,,,,3,4,,0,1,1,,,1,1,1,,18,
10149553,VOV,9100,269000,2,,,102,,2022,,2,,,2,1,0,,,,37,,1,12,
10149551,VBR,1880,375000,1,,,127,190,,278,,2,3,3,1,0,14,18,9,16,1,110,33,
10149549,WHT,6280,399000,1,,,335,835,,422,,4,,5,1,0,,,1,40,1,800,85,
10149548,BBR,1050,699000,1,,5,425,190,,,,2,,9,1,2,9,,1,43,1,79,11,
10149546,VAN,2610,229000,2,,,90,,1972,295,,,,2,1,0,,,,,,,,
10149537,VBR,1840,483000,1,11,1,126,0,1977,295,,4,,3,1,0,12,,,30,,286,29,
10149536,VAN,2860,525000,1,,1,165,781,,340,,3,,2,1,0,14,,1,28,,620,1,
10149535,VAN,2860,1095000,1,11,1,264,3051,1964,312,,4,4,3,1,0,15,,1,52,,,1,
10149534,VOV,9500,99000,1,8,6,120,86,1985,408,,2,,1,1,0,,,,17,,,,
10149533,BBR,1050,710000,2,15,,130,,2011,108,3,3,,2,2,0,,,1,,,,50,
10149530,VOV,9500,99000,1,,6,120,86,1985,408,,2,,1,1,0,,,,17,,,,
10149528,WLX,6700,615000,1,6,1,,1950,1973,285,,4,,6,2,0,,,1,35,,1500,,
10125143,WLX,6724,200000,1,,1,75,0,,297,,2,,2,,1,,,,20,,,12,
10149526,WHT,6032,240000,1,,,,376,2021,,,3,,4,1,0,8,,,32,,293,1,
10149525,WHT,6032,225000,1,,,,341,2021,,,2,,4,1,0,8,,,32,,266,1,
10121447,VLI,3980,199000,1,,6,,480,1954,449,,3,,2,1,0,10,50,8,45,1,250,,
10149524,VWV,8400,78500,2,18,,37,,1963,,3,2,,0,1,0,,,,1,,,,
10122568,BBR,1180,320000,1,,5,165,150,1920,434,,,,3,1,0,,,1,35,,,,
10095088,VBR,1630,320000,1,,5,165,150,1920,434,,,,3,1,0,,,1,35,,,,
9882747,WHT,7500,280000,1,8,,250,220,,385,,,,2,1,0,,,1,,,,,
10149521,VAN,2000,320000,2,,1,75,,,117,,2,,1,1,0,,,,,,,,
10149520,VAN,2370,394900,1,,2,170,577,1996,254,,3,,3,1,0,17,12,,45,,300,6,
10149517,VWV,8830,415000,1,11,2,187,590,1984,438,,4,,4,2,0,15,20,10,33,1,250,40,
10149516,VOV,9111,2199000,1,,2,364,9819,1957,288,,4,,4,3,0,,,1,,,,,
10149515,WLG,4430,185000,1,,5,140,260,,376,,2,,3,2,0,15,,1,12,1,180,10,
10149514,VOV,9190,275000,1,,6,,476,1963,723,,4,,3,1,0,,,,,,,1,
10149513,WHT,6010,115000,1,8,,,0,,471,,,,3,,0,,,,,,,,
10149512,WBR,1470,495000,1,,1,230,1127,,,,3,,4,1,1,,,20,36,1,1000,45,
10095381,WHT,7370,86000,1,,5,106,330,,589,,2,,2,1,0,,,,,,250,1,
10149507,VAN,2390,188000,2,,1,53,,1991,,,3,,1,1,0,,,,1,,,25,
10149505,WHT,6183,134000,2,18,,31,,2022,,3,,,0,1,0,3,,,17,,,5,
10149504,VAN,2950,220000,2,,1,86,,1963,,2,2,,2,1,0,8,,,42,,,,
10149503,VOV,9070,333400,2,16,2,113,,,,2,2,,2,1,0,12,,,14,,,5,
10149502,VOV,9070,451250,2,16,2,170,,,,2,2,,3,1,0,12,,,30,,,13,
10149501,VOV,9070,365250,2,16,2,118,,,,2,2,,2,1,0,13,,,13,,,9,
10149500,VOV,9070,363800,2,15,2,113,,,,1,2,,2,1,0,,,,26,,70,,
10149499,VOV,9070,339150,2,15,2,107,,,,1,2,,2,1,0,,,,38,,38,,
10149498,WLG,4480,185000,1,11,,,0,2020,73,,2,,3,1,0,9,,,,1,130,1,
10149497,WLG,4480,185000,2,,,,,2020,73,,2,,3,1,0,9,,,,1,130,1,
10149496,WLG,4480,185000,1,,,,0,2020,73,,2,,3,1,0,9,,,,1,130,1,
10149495,VAN,2100,275000,1,,5,116,165,,409,,2,,2,1,0,,,,45,,110,,
10149494,WHT,6183,245000,2,,,96,,2022,,3,,,2,1,1,7,,,23,,,10,
10149490,BBR,1060,,1,,,,68,,413,,,,4,1,0,,,1,1,1,,,
9903574,WLG,4900,168000,1,,6,125,130,,750,,2,,3,1,0,,,,18,1,,,
10149488,WHT,6183,219000,2,,,78,,2022,,3,,,2,1,0,6,,,19,,,10,
10149485,BBR,1081,237000,2,,1,93,,1960,278,,2,,2,1,0,8,,7,35,,,2,
10149484,WHT,6183,214000,2,,,74,,2022,,3,,,2,1,0,6,,,19,,,5,
10149483,WHT,6183,169000,2,,,56,,2022,,3,,,1,1,0,4,,,17,,,5,
10149481,WHT,6183,229000,2,,,87,,2022,,3,,,2,1,0,6,,,23,,,10,
10149480,WLG,4671,331490,1,,,160,755,,,,3,,4,,0,,,,,,,,
10149479,VAN,2800,445000,1,,,136,160,,,,2,,3,1,0,,,,,,,1,
10149478,WHT,6183,219000,2,,,75,,2022,,3,,,2,1,0,6,,,19,,,10,
10149467,WLG,4280,380000,1,,,360,1268,2004,162,,4,,5,1,1,,,1,1,1,,,1
10149466,BBR,1040,125000,2,18,,,,,237,,,,1,1,0,,,1,1,,,,
10149465,WLG,4280,25000,1,,3,134,774,,720,,2,,3,1,0,,,,1,1,,,
10149464,WHT,6183,224000,2,,,87,,2022,,3,,,2,1,0,6,,,19,,,5,
10110536,WHT,6010,239000,2,16,2,169,,2016,80,2,2,,4,2,1,17,,1,30,,,1,
10149462,WHT,6500,188000,1,11,2,90,1437,1980,238,,4,,3,1,0,8,1,,28,1,1,1,
10149460,VWV,8750,220000,1,,5,150,124,1963,285,,2,,4,2,0,,,,,1,,,
10149457,VAN,2570,365000,1,,2,160,205,,254,,2,,4,2,0,,,1,,,1,38,
10149456,VAN,2000,330000,2,,1,100,,2003,140,,,,2,1,0,,,,,,,5,
10149444,WHT,6183,169000,2,,,56,,2022,,3,,,1,1,0,4,,,17,,,5,
9996840,WLG,4800,230000,2,,2,,,2015,,,2,,3,1,0,,,,,,,1,
10149442,VBR,3090,425000,1,,6,170,1409,1972,604,,4,,3,1,0,14,,27,33,,,,
10149441,VBR,3090,345000,2,15,1,129,,1973,248,4,,,3,2,0,21,,1,40,,,27,
10149438,WHT,6183,229000,2,,,87,,2022,,3,,,2,1,0,6,,,23,,,10,
10111134,WLG,4990,420000,1,11,,184,1840,1910,115,,4,,3,1,0,17,,,54,1,,75,
10149431,VWV,8400,1350000,2,,2,374,,,162,2,,,5,3,0,,,1,1,1,,49,
10149430,WHT,6183,219000,2,,,75,,2022,,3,,,2,1,0,6,,,19,,,10,
10149427,WHT,6183,224000,2,,,90,,2022,,3,,,2,1,0,6,,,19,,,5,
10149425,WBR,1400,485000,1,9,2,160,315,2003,242,,4,,3,1,0,,,1,35,,235,10,
10149415,WLG,4480,211100,1,,,,122,2023,97,,,,3,1,1,,,,,,1,,
10149412,WLG,4480,175298,1,,,,129,2023,97,,,,2,1,0,,,,,,1,,
10149411,WLG,4480,175918,1,,,,132,2023,96,,,,2,1,0,,,,,,1,,
10149410,VAN,2170,330000,1,,1,196,0,,344,,2,,4,2,0,,,1,,,,1,
10149406,WHT,6183,159000,2,,,61,,2022,,3,,,1,1,0,4,,,21,,,,
10149405,VOV,9550,149000,2,,1,80,,1995,484,2,,,2,1,0,,,,,,,,
10149404,VBR,1950,1595000,1,,2,260,1000,1987,174,,,5,4,3,0,15,,30,,1,1,60,
10149402,VOV,9600,130000,1,,5,95,95,,284,,2,,2,,1,24,40,,30,,,15,
10149401,BBR,1082,359000,1,,1,125,0,,390,,,,3,1,0,,,1,,,,,
10149397,WHT,6230,399000,1,11,2,290,1044,,301,,4,,4,2,0,,1,,1,1,1,1,
10149396,WHT,6183,249000,2,,,87,,2022,,3,,,2,1,0,7,,,23,,60,12,
10149393,BBR,1030,335000,2,,2,100,,,,,,,2,1,0,,,1,1,1,,6,
10149392,WBR,1400,1800000,1,7,1,950,420,1970,254,,2,,15,12,0,,,1,,,,1,
10149391,VOV,9200,295000,1,1,1,,435,1971,493,,3,,3,1,0,,1,,1,1,285,,
10149390,VWV,8400,295000,2,,2,86,,2012,80,4,1,2,2,1,0,11,,,16,,,5,
10149386,VOV,9000,415000,2,,2,94,,2019,67,5,,,2,1,0,,,1,1,,,11,
10149381,WHT,6183,239000,2,,,85,,2022,,3,,,2,1,0,8,,,17,,25,12,
10149377,WNA,5650,289000,1,,1,290,2104,,362,,2,,4,1,0,,,1,,,,,
9845601,WHT,7700,285000,1,,2,,256,,282,,,,4,,0,,,,,,,,
10149376,VOV,9200,150000,1,,,,202,1964,856,,3,,3,1,0,,1,,1,1,,,
10149375,WHT,7742,120000,1,,5,149,650,,682,,3,,3,1,0,,1,1,,1,,,
10149368,VOV,9340,369000,2,,2,134,,2022,,,,,3,1,0,,,,,,,13,
10149367,BBR,1180,235000,2,,1,77,,1965,192,9,2,,2,1,0,,,1,25,,,10,
10119211,VLI,3550,409000,1,,2,,327,2016,39,,3,3,3,1,1,,,,1,1,150,25,
10149364,BBR,1140,219000,2,,,81,,1960,278,5,4,,2,1,0,7,,1,32,,,4,
10149362,VBR,1760,425000,1,1,1,137,538,1970,470,,4,,3,1,0,15,,,43,,,1,
10149361,VOV,9340,435000,2,19,2,128,,2022,,,,,2,1,0,,,,,,,28,
10149357,VOV,9000,278000,1,,6,,62,,,,2,,3,,0,,,,,,,,
10149356,VWV,8710,575000,1,11,,238,1173,,,,4,,4,1,0,,,,,,,,
10149355,WLG,4210,685000,1,6,,,5830,,197,,4,,5,,0,,,,,,,,
10149352,WHT,7800,260000,1,11,,150,640,,564,,,,3,1,0,,,1,34,,1,,
10149351,VBR,3001,198000,2,15,,,,,348,,4,1,0,,0,,,,,,,,
10149350,WBR,1332,460000,1,11,4,180,470,1960,314,,4,,2,1,1,,,1,1,1,,,
10149348,BBR,1082,385000,1,9,1,183,101,1952,237,,2,,3,1,0,4,1,1,45,,45,3,
10149347,VOV,9340,425000,2,19,2,126,,2022,,,,,2,1,0,,,,,,,32,
10149345,VOV,9000,400000,2,15,,,,2011,145,,2,,2,1,0,,,1,1,1,,,
10149344,WLX,6834,50000,1,4,6,,1131,,881,,,,3,,0,,,,,,,,
10149339,VOV,9070,250000,2,16,,95,,2002,185,,,,2,,0,,,,1,1,,1,
10149337,WHT,7340,249800,1,,2,,450,,,,3,,3,,0,,,,,,1,,
10149335,WLX,6637,590000,1,10,,242,5590,1997,408,,4,,4,1,0,,,,,1,,,
10149334,WHT,6460,77000,1,,,,60,,,,2,,2,,0,,,,,,,,
10149332,WLG,4800,210000,2,,1,110,,1991,202,4,3,,3,1,0,12,,1,35,,,,
10149331,VWV,8930,142000,1,,1,125,135,,312,,2,,4,,0,,1,1,,,,1,
10149330,WHT,6460,37000,2,,,,,,,,4,,2,,0,,,,,,,,
10149328,VAN,2620,445000,1,,1,180,180,2001,166,,2,,4,2,0,,,1,,,1,,
10126618,VAN,2140,205000,1,,5,135,75,,542,,2,,3,1,0,8,,1,25,1,7,,
10149326,WHT,7880,445000,1,,1,250,2289,1978,,,4,,5,1,0,,1,1,1,,,1,
10149324,WBR,1480,295000,2,,,101,,2022,,5,,,2,1,0,,,,40,,,22,
10149323,WHT,6460,57000,2,,,,,,,,4,,2,,0,,,,,,,,
10149320,VWV,8000,259000,1,,1,108,50,,425,,2,,3,,0,,1,,,,,1,
10149319,WNA,5550,229000,1,,,250,1425,,415,,4,,6,1,0,,1,1,1,1,,,
10149317,WBR,1480,299000,2,,,114,,2022,,5,,,3,1,1,,,,43,,,16,
10149315,VAN,2100,159000,2,,1,52,,1973,475,,3,,1,1,0,6,,,32,,,,
10149313,WLG,4620,87500,2,,,,,,269,,,,0,,0,,,,,,,,
10149312,WHT,7543,130000,1,,6,,0,,520,,4,,2,,0,,1,1,,1,,,
10149311,WBR,1480,275000,2,,,96,,2022,,5,,,2,1,0,,,,37,,,16,
10149310,VAN,2660,359000,1,9,,198,269,1998,205,,3,,4,1,0,,,,1,,,,
10149309,BBR,1020,260000,2,,1,95,,,173,3,2,,2,1,0,,,1,,,,1,
10149308,WBR,1480,239000,2,,,72,,2022,,5,,,1,1,0,,,,32,,,27,
10149305,BBR,1180,550000,2,,2,145,,,203,,,,2,1,1,,,1,1,1,,12,
10149304,WBR,1480,289000,2,,,101,,2022,,5,,,2,1,0,,,,40,,,22,
10149302,WBR,1480,299000,2,,,114,,2022,,5,,,3,1,1,,,,43,,,16,
10149301,VBR,3000,595000,1,,4,140,150,,135,,2,,3,1,0,,,,,,80,15,
10149299,WBR,1480,269000,2,,,96,,2022,,5,,,2,1,0,,,,37,,,16,
10149298,BBR,1180,2695000,1,,2,525,1800,1970,270,,4,,5,4,2,30,,1,1,1,1800,25,
10149297,WHT,6500,96000,1,,,,421,,,,2,,3,,1,23,,,,1,,,
10149295,WBR,1480,229500,2,,,72,,2022,,5,,,1,1,0,,,,32,,,27,
10065977,BBR,1180,545000,2,,1,150,,1964,109,7,2,,3,1,0,16,,1,46,,,1,
10149294,WNA,5190,349000,1,,2,155,5680,,296,,4,,3,1,0,9,,38,49,,,70,
10149292,WNA,5680,150000,1,,6,415,2914,,332,,3,,6,1,0,,1,,21,1,1,1,
10149287,BBR,1060,345000,2,16,1,90,,,279,,2,,2,1,0,,,,,,,,
10149286,WBR,1480,289000,2,,,101,,2022,,5,,,2,1,0,,,,40,,,22,
10149260,VWV,8920,278500,2,,2,90,,2022,,2,4,,2,,0,,,,,,75,8,
10149259,VWV,8920,197500,2,,2,65,,2022,,2,4,,1,,0,,,,,,27,8,
10149258,VWV,8920,275000,2,,2,89,,2022,,2,4,,2,,0,,,,,,,8,
10149257,VWV,8920,190000,2,,2,64,,2022,,2,4,,1,,0,,,,,,,8,
10149256,VWV,8920,255000,2,,2,85,,2022,,2,4,,2,,0,,,,,,,8,
10149255,VWV,8920,190000,1,12,2,64,0,2022,,,4,,1,,0,,,,,,,8,
10149254,VWV,8920,255000,1,12,2,85,0,2022,,,4,,2,,0,,,,,,,8,
10149253,VWV,8920,278500,1,12,2,90,0,2022,,,4,,2,,0,,,,,,75,8,
10149251,WBR,1480,299000,2,,,114,,2022,,5,,,3,1,1,,,,43,,,16,
10149248,BBR,1200,875000,1,,2,220,200,1955,,,2,,4,2,0,,,1,1,1,135,23,
10149247,WBR,1480,269000,2,,,96,,2022,,5,,,2,1,0,,,,37,,,16,
10149244,VBR,3400,440000,1,,2,160,380,2019,,,3,1,3,2,0,,,,33,,,,
10149243,WBR,1480,234500,2,,,72,,2022,,5,,,1,1,0,,,,32,,,27,
10149241,BBR,1150,450000,1,,6,100,170,1968,287,,3,,3,1,0,6,1,1,26,,50,10,
10149240,WLX,6800,158500,1,,6,146,1000,,,,4,,1,,1,15,,,14,,1000,9,
10149235,VWV,8600,325000,1,,1,,336,,397,,1,,5,2,0,,1,1,,,,,
10149234,VBR,1980,1100000,1,11,2,412,2330,,308,,4,,5,3,0,,,,120,,,20,
10149232,WLG,4000,690000,1,,,,0,,132,,,,8,,0,,,,,,,,
10149230,VWV,8400,270000,2,,4,90,,1957,142,3,2,,2,1,1,4,,,38,,,35,
10149226,VWV,8340,268000,2,,1,144,,1980,252,3,3,,3,2,0,16,,,44,1,80,25,
10149225,VBR,1932,615000,1,11,1,236,703,1976,329,,4,,5,2,0,9,1,30,34,1,1,,
10149223,BBR,1050,475000,2,,,103,,,,,2,,2,1,0,20,,,,,,4,
10149220,VWV,8840,250000,1,,1,,952,,507,,1,,3,1,0,,1,,,,,,
10149219,VOV,9300,185000,1,,6,155,145,1940,457,,2,,4,1,0,20,35,10,12,1,80,5,
10149217,VWV,8377,590000,1,4,,748,20239,1930,237,,4,,4,1,0,,,,,,,,
10149214,VLI,3980,260000,1,,,,2382,1966,858,,3,,3,1,0,,,1,1,,,,
10091350,VWV,8770,284000,1,,2,180,235,,212,,2,,3,1,0,,,,,,1,25,
10149213,BBR,1070,220000,2,,,85,,,173,8,,5,2,1,0,11,,1,,,,6,
10128800,BBR,1000,895000,1,7,1,275,75,,,,2,,4,4,0,13,1,,20,,,,
10124244,VAN,2500,168000,1,,5,,115,,,,2,,2,1,0,,1,,1,1,35,10,
10149205,VAN,2220,410000,1,,1,194,897,1947,106,,4,,3,1,0,28,,7,28,,,,
10149203,WNA,5651,179000,1,,5,300,0,,,,3,,3,1,1,,1,1,1,1,100,6,
10149202,WHT,7802,120500,1,,6,120,340,,644,,3,,2,1,0,,,1,35,,1,,
10149201,VWV,8880,190000,2,15,2,75,,2018,65,2,2,,1,1,1,,,,,,,10,
10149200,VOV,9031,240000,1,,,,488,1957,360,,3,,4,1,0,,1,1,1,,,1,
10149199,WHT,7050,280000,1,11,1,,0,,490,,4,,4,1,0,,1,1,,1,,,
10149197,WHT,7170,220000,1,,,,211,,241,,2,,3,1,0,,,,17,1,,,
10149195,BBR,1070,985000,1,7,,730,490,1925,533,,,,0,,0,,,,,,,,
10149192,BBR,1170,299000,2,,,115,,,,,2,,2,1,0,,,16,,,,5,
10149191,BBR,1170,480000,2,16,4,140,,1970,210,2,2,,3,1,1,20,,10,,,,25,
10149190,WLG,4980,449000,1,8,1,300,3300,1971,,,4,,2,,0,,,1,,,,,
10149189,VAN,2310,105250,1,,2,41,500,2023,,,4,1,3,2,0,,,,1,1,500,,
10149188,VOV,9120,140000,1,,,,212,1954,428,,2,,3,1,0,,,1,1,,,,
10149187,VBR,3012,350000,1,,,247,1843,1990,354,,4,,4,1,0,,1,1,1,1,,1,
10149186,VLI,3870,308000,1,,,168,314,2020,,,3,,3,1,0,,,,,1,,,
10149185,VLI,3870,308000,1,,,168,312,2020,,,3,,3,1,0,,,,,1,,,
10149174,BBR,1000,515000,2,,1,,,,202,,3,,2,2,2,,,,,,,1,
10149170,VOV,9200,375000,1,,1,,774,1996,260,,4,,2,1,0,,,,,,,1,
10149164,WHT,7090,230000,1,8,1,285,0,,324,,2,,3,1,0,48,10,,25,,,40,
10149163,WBR,1480,360000,1,,1,187,352,,252,,3,,3,1,1,14,10,45,40,,264,,
10149162,VOV,9400,235000,1,,1,170,167,1933,389,,2,,2,1,0,20,1,1,42,,,1,
10149158,VBR,3070,495000,1,,1,208,187,1932,321,,3,,5,3,3,14,1,5,32,1,70,65,
10149155,WHT,7033,200000,1,11,5,125,2680,,1196,,4,,3,1,0,17,33,33,38,,,42,
10149154,WLG,4020,170000,1,,1,178,104,,211,,2,,2,1,0,8,,12,27,,,47,
10149141,WLG,4460,350000,1,,,113,963,1950,748,,3,,1,1,1,10,1,,20,1,175,,
10149140,WNA,5000,185000,2,,4,70,,,330,,2,,2,1,1,,,1,,,,1,
10149139,WHT,6060,95000,1,,6,152,120,1903,600,,2,,3,1,1,8,1,1,19,1,,15,
10149138,WHT,7141,109000,1,,5,167,250,1900,377,,2,,4,1,1,16,1,1,34,,,20,
10149134,WHT,6536,250000,1,,5,152,785,,376,,3,,5,1,1,16,1,1,18,1,648,70,
10149133,WLG,4800,500000,1,7,1,2200,0,,129,,3,,0,,0,25,1,,50,,,1,
10149132,VOV,9280,269000,2,15,2,90,,2017,179,,2,,2,1,0,7,,,38,,,60,
10149131,WNA,5060,149000,1,,1,115,123,,359,,2,,3,,0,13,1,1,16,1,,1,
10149129,WLG,4000,149000,2,,4,106,,1975,180,2,,,1,1,1,67,,1,67,,,,
10149128,WNA,5000,159000,1,,1,106,40,1900,252,,2,,3,1,2,14,1,1,19,1,,,
10149127,WLG,4870,155000,1,,1,,387,,519,,2,,3,1,1,14,29,4,19,,281,,
10149121,BBR,1180,665000,2,19,2,160,,1966,272,7,3,,2,2,2,16,,1,55,,,13,
10149120,BBR,1060,275000,2,,5,80,,1930,,3,2,,2,1,1,,,,1,,,10,
10149119,BBR,1060,225000,2,,5,70,,1930,,3,2,,1,1,1,,,,1,,,10,
10067131,BBR,1200,1150000,1,7,1,399,130,1960,,,2,,6,3,0,,,,1,,30,,
10067325,WNA,5030,269000,2,16,4,161,,,204,2,,,3,2,0,23,,,36,,,,
10149117,WHT,6180,147500,1,,6,,0,,260,,2,,2,1,0,,1,1,,,,1,
10149116,WLG,4101,315000,1,,2,154,0,,161,,3,,3,2,2,11,,1,30,,,68,
9951180,WLG,4420,229000,1,,1,123,0,,313,,3,,3,1,1,15,,1,26,,,50,
10149115,VAN,2060,545000,1,6,1,319,264,1892,355,,2,,6,2,0,,,,,,160,,
10149114,BBR,1070,265000,2,,1,90,,1970,259,9,2,,2,1,1,10,,1,28,,,1,
10101970,BBR,1082,595000,1,8,6,300,122,1970,269,,2,,5,4,3,,,,,,50,1,
10080517,BBR,1082,595000,1,7,6,300,122,1970,269,,2,,5,4,3,,,,,,50,1,
10149112,VLI,3590,279000,1,,1,164,818,1988,262,,3,,3,1,0,,,,,,,1,
10149111,VOV,9255,299000,1,,,275,821,1932,732,,2,,4,1,0,,,,,,,1,
10149109,VOV,9255,318000,2,,2,71,,2009,109,,2,,1,1,0,,,,,,,1,
10149107,VOV,9280,259000,1,,2,,0,,152,,3,,3,1,0,,,,,,,1,
10149101,VWV,8434,325000,2,,,83,,,,4,2,,2,1,0,,,,,,,4,
10149100,VWV,8434,275000,2,15,2,80,,,,4,2,,2,1,0,,,,,,,8,
10149099,VWV,8434,255000,2,16,2,77,,,,4,2,,1,1,0,,,,,,,6,
10149098,VWV,8434,325000,2,,,83,,,,4,2,,2,1,0,,,,,,,4,
10149094,VBR,1730,575000,1,11,1,,846,1976,424,,4,,3,1,0,18,,1,51,,,1,
10149093,BBR,1180,229000,2,,1,50,,1970,236,4,3,,1,1,1,4,,1,22,,,,
10149091,VBR,3271,198000,1,,6,175,467,,667,,4,,3,1,0,,,,,,,,
10149084,VBR,3000,652790,1,,2,142,0,,30,,2,,3,2,1,,,,,,,12,
10149083,VBR,3000,660618,1,,2,147,0,,30,,2,,4,2,1,,,,,,,25,
10149082,VBR,3000,611888,1,6,2,127,0,,30,,2,,3,2,0,,,,,,,22,
